#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-04-30 21:21:37
#Fields: date time s-sitename cs-method cs-uri-stem cs-uri-query cs-username c-ip cs-version cs(User-Agent) cs(Cookie) cs(Referer) cs-host sc-status sc-substatus sc-win32-status sc-bytes cs-bytes time-taken
2018-05-01 09:46:27 W3SVC805 GET /bg10.jpg - - 40.77.188.83 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+WOW64)+AppleWebKit/534++(KHTML,+like+Gecko)+BingPreview/1.0b - http://ashokafurniturehouse.com/ ashokafurniturehouse.com 200 0 0 1458428 249 3695
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-05-01 10:13:24
#Fields: date time s-sitename cs-method cs-uri-stem cs-uri-query cs-username c-ip cs-version cs(User-Agent) cs(Cookie) cs(Referer) cs-host sc-status sc-substatus sc-win32-status sc-bytes cs-bytes time-taken
2018-05-01 10:13:24 W3SVC805 GET /robots.txt - - 180.76.15.15 HTTP/1.1 Mozilla/5.0+(Windows+NT+5.1;+rv:6.0.2)+Gecko/20100101+Firefox/6.0.2 - - www.ashokafurniturehouse.com 404 0 64 2760 230 234
2018-05-01 10:13:24 W3SVC805 GET /robots.txt - - 180.76.15.146 HTTP/1.1 Mozilla/5.0+(Windows+NT+5.1;+rv:6.0.2)+Gecko/20100101+Firefox/6.0.2 - - www.ashokafurniturehouse.com 404 0 64 1380 230 228
2018-05-01 10:15:51 W3SVC805 GET / - - 180.76.15.24 HTTP/1.1 Mozilla/5.0+(compatible;+Baiduspider/2.0;++http://www.baidu.com/search/spider.html) - - www.ashokafurniturehouse.com 304 0 0 230 316 350
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-05-01 11:56:04
#Fields: date time s-sitename cs-method cs-uri-stem cs-uri-query cs-username c-ip cs-version cs(User-Agent) cs(Cookie) cs(Referer) cs-host sc-status sc-substatus sc-win32-status sc-bytes cs-bytes time-taken
2018-05-01 11:56:04 W3SVC805 GET / - - 111.93.57.150 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.3;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/65.0.3325.181+Safari/537.36 - https://www.google.co.in/ www.ashokafurniturehouse.com 200 0 0 6281 432 557
2018-05-01 11:56:04 W3SVC805 GET /css/style.css - - 111.93.57.150 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.3;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/65.0.3325.181+Safari/537.36 - http://www.ashokafurniturehouse.com/ www.ashokafurniturehouse.com 200 0 0 1676 359 54
2018-05-01 11:56:04 W3SVC805 GET /logo2.png - - 125.19.58.114 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.3;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/65.0.3325.181+Safari/537.36 - http://www.ashokafurniturehouse.com/ www.ashokafurniturehouse.com 200 0 0 95368 376 392
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-05-01 12:29:37
#Fields: date time s-sitename cs-method cs-uri-stem cs-uri-query cs-username c-ip cs-version cs(User-Agent) cs(Cookie) cs(Referer) cs-host sc-status sc-substatus sc-win32-status sc-bytes cs-bytes time-taken
2018-05-01 12:29:37 W3SVC805 GET / - - 54.67.59.131 HTTP/1.1 Mozilla/5.0+(Macintosh;+Intel+Mac+OS+X+10_12_6)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/61.0.3163.100+Safari/537.36 - - www.ashokafurniturehouse.com 200 0 0 6281 212 1033
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-05-01 16:37:19
#Fields: date time s-sitename cs-method cs-uri-stem cs-uri-query cs-username c-ip cs-version cs(User-Agent) cs(Cookie) cs(Referer) cs-host sc-status sc-substatus sc-win32-status sc-bytes cs-bytes time-taken
2018-05-01 16:37:19 W3SVC805 GET /js/mage/cookies.js - - 78.46.98.216 HTTP/1.1 Mozilla/5.0+(Windows;+U;+Windows+NT+5.1;+en-US)+AppleWebKit/533.4+(KHTML,+like+Gecko)+Chrome/5.0.375.99+Safari/533.4 - ashokafurniturehouse.com ashokafurniturehouse.com 404 0 2 5429 246 496
2018-05-01 16:37:21 W3SVC805 GET /js/mage/cookies.js - - 78.46.98.216 HTTP/1.1 Mozilla/5.0+(Windows;+U;+Windows+NT+5.1;+en-US)+AppleWebKit/533.4+(KHTML,+like+Gecko)+Chrome/5.0.375.99+Safari/533.4 - ashokafurniturehouse.com ashokafurniturehouse.com 404 0 2 5429 246 315
